"","X","SurveyID","SiteID","SurveyDate","SurveyStartTime","WindScale","SkyCode","Rain","Temp","RH","LightConditions","RANOKA","RANOKA_Index","RANOKA_Count","RANCLA_Index","RANCLA","Year","time","date","Species","survdate"
"1965",1208,5157,2,"7/8/2011","21:53",0,0,0,27,79,2,1,2,2,2,1,2011,-1.27,0.37,"Both","7/8/2021"
"1966",1209,5158,3,"7/8/2011","22:01",0,0,0,26,82,2,0,0,0,0,0,2011,-1.19,0.37,"Neither","7/8/2021"
"1967",1210,5159,4,"7/8/2011","22:08",0,0,0,26,82,2,1,1,1,3,1,2011,-1.12,0.37,"Both","7/8/2021"
"1968",1211,5160,5,"7/8/2011","22:16",0,0,0,26,85,2,0,0,0,0,0,2011,-1.04,0.37,"Neither","7/8/2021"
"1969",2355,7273,400,"7/8/2016","0:24",0,0,0,28,78,1,0,0,0,3,1,2016,0.24,0.37,"BronzeFrog","7/8/2021"
"1970",2356,7274,525,"7/8/2016","0:33",0,0,0,28,78,1,1,3,1,0,0,2016,0.33,0.37,"BogFrog","7/8/2021"
"1971",2357,7275,526,"7/8/2016","0:40",0,0,0,28,78,1,1,3,5,0,0,2016,0.4,0.37,"BogFrog","7/8/2021"
"1972",2358,7276,488,"7/8/2016","1:19",0,0,0,28,80,1,0,0,0,0,0,2016,0.79,0.37,"Neither","7/8/2021"
"1973",2957,5992,192,"7/8/2013","20:39",0,1,0,24,85,0,0,0,0,0,0,2013,-2.01,0.37,"Neither","7/8/2021"
"1974",2958,5996,473,"7/8/2013","21:22",0,1,0,25,88,0,0,0,0,2,1,2013,-1.58,0.37,"BronzeFrog","7/8/2021"
"1975",2959,5998,17,"7/8/2013","22:17",0,0,0,25,81,0,1,1,2,3,1,2013,-1.03,0.37,"Both","7/8/2021"
"1976",2960,5999,51,"7/8/2013","22:25",0,0,0,25,82,0,0,0,0,0,0,2013,-0.95,0.37,"Neither","7/8/2021"
"1977",2961,6000,18,"7/8/2013","22:31",0,0,0,24,80,0,0,0,0,0,0,2013,-0.89,0.37,"Neither","7/8/2021"
"1978",2962,6002,489,"7/8/2013","22:43",0,0,0,24,90,0,1,2,1,2,1,2013,-0.77,0.37,"Both","7/8/2021"
"1979",3034,8089,56,"7/8/2018","20:48",0,0,0,25,87,0,0,0,0,0,0,2018,-1.92,0.37,"Neither","7/8/2021"
"1980",3035,8090,21,"7/8/2018","20:54",0,0,0,25,87,0,0,0,0,1,1,2018,-1.86,0.37,"BronzeFrog","7/8/2021"
"1981",3036,8091,182,"7/8/2018","20:59",0,0,0,25,87,0,0,0,0,0,0,2018,-1.81,0.37,"Neither","7/8/2021"
"1982",3037,8092,183,"7/8/2018","21:05",0,0,0,24,91,0,0,0,0,2,1,2018,-1.75,0.37,"BronzeFrog","7/8/2021"
"1983",3038,8093,184,"7/8/2018","21:12",0,0,0,24,91,0,0,0,0,3,1,2018,-1.68,0.37,"BronzeFrog","7/8/2021"
"1984",3039,8094,22,"7/8/2018","21:22",0,0,0,24,91,0,0,0,0,0,0,2018,-1.58,0.37,"Neither","7/8/2021"
"1985",3040,8095,483,"7/8/2018","21:29",0,0,0,24,91,0,0,0,0,0,0,2018,-1.51,0.37,"Neither","7/8/2021"
"1986",3041,8096,186,"7/8/2018","21:39",0,0,0,25,88,0,0,0,0,0,0,2018,-1.41,0.37,"Neither","7/8/2021"
"1987",3042,8097,185,"7/8/2018","21:46",0,0,0,25,88,0,0,0,0,2,1,2018,-1.34,0.37,"BronzeFrog","7/8/2021"
"1988",3043,8098,497,"7/8/2018","22:11",0,0,0,24,88,0,0,0,0,1,1,2018,-1.09,0.37,"BronzeFrog","7/8/2021"
"1989",3044,8099,473,"7/8/2018","22:37",0,0,0,24,88,0,0,0,0,1,1,2018,-0.83,0.37,"BronzeFrog","7/8/2021"
"1990",3045,8103,192,"7/8/2018","23:23",0,0,0,24,88,0,0,0,0,1,1,2018,-0.37,0.37,"BronzeFrog","7/8/2021"
"1991",3046,8104,247,"7/8/2018","23:48",0,0,0,22,97,0,1,1,2,2,1,2018,-0.12,0.37,"Both","7/8/2021"
"1992",3284,8497,162,"7/8/2019","0:14",0,0,0,24,77,1,1,2,1,3,1,2019,0.14,0.37,"Both","7/8/2021"
"1993",3285,8498,28,"7/8/2019","0:24",0,0,0,24,77,0,1,2,5,1,1,2019,0.24,0.37,"Both","7/8/2021"
"1994",3286,8499,29,"7/8/2019","0:30",0,0,0,24,77,0,0,0,0,3,1,2019,0.3,0.37,"BronzeFrog","7/8/2021"
"1995",3287,8500,247,"7/8/2019","0:56",0,0,0,24,77,0,0,0,0,2,1,2019,0.56,0.37,"BronzeFrog","7/8/2021"
"1996",3288,8502,7,"7/8/2019","1:26",0,0,0,23,77,0,1,1,2,2,1,2019,0.86,0.37,"Both","7/8/2021"
"1997",3289,8503,246,"7/8/2019","1:34",0,0,0,23,77,0,0,0,0,2,1,2019,0.94,0.37,"BronzeFrog","7/8/2021"
"1998",3299,8520,31,"7/8/2019","1:05",0,1,0,24,77,1,0,0,0,2,1,2019,0.65,0.37,"BronzeFrog","7/8/2021"
"1999",3300,8522,250,"7/8/2019","1:35",0,1,0,24,77,1,0,0,0,2,1,2019,0.95,0.37,"BronzeFrog","7/8/2021"
"2000",3301,8523,144,"7/8/2019","20:06",0,1,0,27,89,1,0,0,0,1,1,2019,-2.34,0.37,"BronzeFrog","7/8/2021"
"2001",3302,8524,143,"7/8/2019","20:22",0,1,0,27,89,1,0,0,0,0,0,2019,-2.18,0.37,"Neither","7/8/2021"
"2002",3303,8525,142,"7/8/2019","20:45",0,1,0,27,89,1,1,2,3,2,1,2019,-1.95,0.37,"Both","7/8/2021"
"2003",3304,8531,3,"7/8/2019","23:09",0,0,0,25,87,1,0,0,0,2,1,2019,-0.51,0.37,"BronzeFrog","7/8/2021"
"2004",3305,8532,4,"7/8/2019","23:30",0,0,0,25,87,1,1,1,2,3,1,2019,-0.3,0.37,"Both","7/8/2021"
"2005",3306,8534,524,"7/8/2019","23:37",0,0,0,24,85,0,1,3,3,3,1,2019,-0.23,0.37,"Both","7/8/2021"
"2006",3309,8539,89,"7/8/2019","1:00",0,0,0,24,90,0,0,0,0,3,1,2019,0.6,0.37,"BronzeFrog","7/8/2021"
"2007",3311,8541,13,"7/8/2019","1:16",0,0,0,24,90,0,1,1,1,3,1,2019,0.76,0.37,"Both","7/8/2021"
"2008",3312,8543,163,"7/8/2019","1:22",0,0,0,24,90,0,1,1,1,3,1,2019,0.82,0.37,"Both","7/8/2021"
"2009",3313,8544,298,"7/8/2019","20:30",0,1,0,27,98,1,0,0,0,1,1,2019,-2.1,0.37,"BronzeFrog","7/8/2021"
"2010",3314,8545,32,"7/8/2019","20:39",0,1,0,27,98,1,0,0,0,2,1,2019,-2.01,0.37,"BronzeFrog","7/8/2021"
"2011",3315,8546,177,"7/8/2019","20:05",0,1,0,27,89,1,0,0,0,1,1,2019,-2.35,0.37,"BronzeFrog","7/8/2021"
"2012",3316,8547,176,"7/8/2019","20:15",0,1,0,27,89,1,0,0,0,2,1,2019,-2.25,0.37,"BronzeFrog","7/8/2021"
"2013",3317,8551,34,"7/8/2019","21:15",0,1,0,27,89,1,0,0,0,3,1,2019,-1.65,0.37,"BronzeFrog","7/8/2021"
"2014",3318,8555,16,"7/8/2019","22:17",0,1,0,25,87,1,0,0,0,3,1,2019,-1.03,0.37,"BronzeFrog","7/8/2021"
"2015",3319,8556,2,"7/8/2019","22:27",0,1,0,25,87,1,0,0,0,2,1,2019,-0.93,0.37,"BronzeFrog","7/8/2021"
"2016",3320,8557,5,"7/8/2019","22:47",0,1,0,25,87,1,0,0,0,2,1,2019,-0.73,0.37,"BronzeFrog","7/8/2021"
"2017",533,2614,160,"7/9/2007","20:50",0,0,0,27,82,1,0,0,0,0,1,2007,-1.9,0.38,"BronzeFrog","7/9/2021"
"2018",534,2615,29,"7/9/2007","21:27",0,0,0,27,83,1,1,0,1,0,1,2007,-1.53,0.38,"Both","7/9/2021"
"2019",535,2616,28,"7/9/2007","21:35",0,0,0,25,88,1,1,0,5,0,1,2007,-1.45,0.38,"Both","7/9/2021"
"2020",536,2617,162,"7/9/2007","21:45",0,0,0,25,82,1,0,0,0,0,1,2007,-1.35,0.38,"BronzeFrog","7/9/2021"
"2021",537,2618,245,"7/9/2007","21:58",0,0,0,25,82,0,0,0,0,0,0,2007,-1.22,0.38,"Neither","7/9/2021"
"2022",538,2619,7,"7/9/2007","22:21",0,0,0,25,88,0,0,0,0,0,1,2007,-0.99,0.38,"BronzeFrog","7/9/2021"
"2023",539,2620,247,"7/9/2007","22:31",0,0,0,25,88,0,0,0,0,0,1,2007,-0.89,0.38,"BronzeFrog","7/9/2021"
"2024",540,2622,246,"7/9/2007","22:54",0,0,0,24,88,0,0,0,0,0,1,2007,-0.66,0.38,"BronzeFrog","7/9/2021"
"2025",584,2813,160,"7/9/2007","21:11",1,0,0,27,81,2,0,0,0,0,1,2007,-1.69,0.38,"BronzeFrog","7/9/2021"
"2026",590,2832,250,"7/9/2007","22:59",1,0,0,26,87,1,1,0,1,0,1,2007,-0.61,0.38,"Both","7/9/2021"
"2027",1212,5169,142,"7/9/2011","1:38",0,0,0,26,75,1,1,3,3,3,1,2011,0.98,0.38,"Both","7/9/2021"
"2028",1213,5170,144,"7/9/2011","1:09",0,0,0,26,75,1,1,3,2,2,1,2011,0.69,0.38,"Both","7/9/2021"
"2029",1214,5171,143,"7/9/2011","1:04",0,0,0,26,75,1,0,0,0,1,1,2011,0.64,0.38,"BronzeFrog","7/9/2021"
"2030",2549,7634,56,"7/9/2017","21:00",0,0,0,25,94,4,0,0,0,0,0,2017,-1.8,0.38,"Neither","7/9/2021"
"2031",2550,7635,21,"7/9/2017","21:06",0,0,0,25,94,4,0,0,0,1,1,2017,-1.74,0.38,"BronzeFrog","7/9/2021"
"2032",2551,7636,182,"7/9/2017","21:12",0,0,0,25,94,4,0,0,0,1,1,2017,-1.68,0.38,"BronzeFrog","7/9/2021"
"2033",2552,7637,183,"7/9/2017","21:18",0,0,0,24,97,4,0,0,0,0,0,2017,-1.62,0.38,"Neither","7/9/2021"
"2034",2553,7638,184,"7/9/2017","21:24",0,0,0,24,97,4,0,0,0,1,1,2017,-1.56,0.38,"BronzeFrog","7/9/2021"
"2035",2554,7639,22,"7/9/2017","21:30",0,0,0,24,97,4,0,0,0,1,1,2017,-1.5,0.38,"BronzeFrog","7/9/2021"
"2036",2555,7640,186,"7/9/2017","21:38",0,0,0,24,97,4,0,0,0,0,0,2017,-1.42,0.38,"Neither","7/9/2021"
"2037",2556,7641,185,"7/9/2017","21:45",0,0,0,24,97,4,0,0,0,0,0,2017,-1.35,0.38,"Neither","7/9/2021"
"2038",2557,7642,24,"7/9/2017","21:51",0,0,0,24,97,4,1,2,2,3,1,2017,-1.29,0.38,"Both","7/9/2021"
"2039",2558,7644,495,"7/9/2017","22:13",0,0,0,24,97,4,1,3,5,3,1,2017,-1.07,0.38,"Both","7/9/2021"
"2040",2559,7645,266,"7/9/2017","22:23",0,0,0,24,97,4,1,3,4,3,1,2017,-0.97,0.38,"Both","7/9/2021"
"2041",2560,7646,497,"7/9/2017","22:52",0,0,0,24,97,4,0,0,0,0,0,2017,-0.68,0.38,"Neither","7/9/2021"
"2042",2561,7647,192,"7/9/2017","23:17",0,0,0,24,97,4,0,0,0,0,0,2017,-0.43,0.38,"Neither","7/9/2021"
"2043",2563,7653,19,"7/9/2017","20:43",0,0,0,24,95,4,0,0,0,0,0,2017,-1.97,0.38,"Neither","7/9/2021"
"2044",2564,7654,23,"7/9/2017","21:18",0,0,0,24,95,4,1,2,5,2,1,2017,-1.62,0.38,"Both","7/9/2021"
"2045",2565,7655,483,"7/9/2017","21:35",0,0,0,24,95,4,1,2,2,1,1,2017,-1.45,0.38,"Both","7/9/2021"
"2046",2566,7658,489,"7/9/2017","22:01",0,0,0,26,88,4,1,3,5,3,1,2017,-1.19,0.38,"Both","7/9/2021"
"2047",2567,7660,18,"7/9/2017","22:15",0,0,0,26,88,4,0,0,0,2,1,2017,-1.05,0.38,"BronzeFrog","7/9/2021"
"2048",2568,7661,51,"7/9/2017","22:22",0,0,0,25,86,4,0,0,0,0,0,2017,-0.98,0.38,"Neither","7/9/2021"
"2049",2569,7662,17,"7/9/2017","22:30",0,0,0,25,86,4,1,2,1,1,1,2017,-0.9,0.38,"Both","7/9/2021"
"2050",2963,6005,19,"7/9/2013","0:30",0,0,0,24,86,0,0,0,0,2,1,2013,0.3,0.38,"BronzeFrog","7/9/2021"
"2051",2964,6006,497,"7/9/2013","1:05",0,0,0,23,88,0,0,0,0,1,1,2013,0.65,0.38,"BronzeFrog","7/9/2021"
"2052",3047,8106,7,"7/9/2018","0:24",0,0,0,22,97,0,0,0,0,1,1,2018,0.24,0.38,"BronzeFrog","7/9/2021"
"2053",3048,8107,246,"7/9/2018","0:31",0,0,0,22,97,0,0,0,0,3,1,2018,0.31,0.38,"BronzeFrog","7/9/2021"
"2054",3049,8108,160,"7/9/2018","20:11",0,0,0,26,90,0,0,0,0,1,1,2018,-2.29,0.38,"BronzeFrog","7/9/2021"
"2055",3050,8109,244,"7/9/2018","20:23",0,0,0,26,90,0,0,0,0,2,1,2018,-2.17,0.38,"BronzeFrog","7/9/2021"
"2056",3051,8110,29,"7/9/2018","20:33",0,0,0,26,90,0,0,0,0,2,1,2018,-2.07,0.38,"BronzeFrog","7/9/2021"
"2057",3052,8111,28,"7/9/2018","20:40",0,0,0,26,90,0,1,2,2,2,1,2018,-2,0.38,"Both","7/9/2021"
"2058",3053,8112,162,"7/9/2018","20:50",0,0,0,25,93,0,0,0,0,1,1,2018,-1.9,0.38,"BronzeFrog","7/9/2021"
"2059",3054,8113,161,"7/9/2018","21:16",0,0,0,25,93,0,0,0,0,2,1,2018,-1.64,0.38,"BronzeFrog","7/9/2021"
"2060",3055,8115,31,"7/9/2018","22:08",0,0,0,25,93,0,0,0,0,3,1,2018,-1.12,0.38,"BronzeFrog","7/9/2021"
"2061",3056,8117,250,"7/9/2018","22:28",0,0,0,24,95,0,0,0,0,3,1,2018,-0.92,0.38,"BronzeFrog","7/9/2021"
"2062",3057,8118,17,"7/9/2018","22:51",0,0,0,24,95,0,0,0,0,2,1,2018,-0.69,0.38,"BronzeFrog","7/9/2021"
"2063",3058,8119,51,"7/9/2018","22:58",0,0,0,24,95,0,0,0,0,3,1,2018,-0.62,0.38,"BronzeFrog","7/9/2021"
"2064",3059,8120,18,"7/9/2018","23:05",0,0,0,24,93,0,0,0,0,0,0,2018,-0.55,0.38,"Neither","7/9/2021"
"2065",3060,8122,489,"7/9/2018","23:17",0,0,0,24,96,0,0,0,0,0,0,2018,-0.43,0.38,"Neither","7/9/2021"
"2066",3307,8536,90,"7/9/2019","0:20",0,0,0,24,85,0,0,0,0,1,1,2019,0.2,0.38,"BronzeFrog","7/9/2021"
"2067",3308,8538,214,"7/9/2019","0:47",0,0,0,24,90,0,1,1,2,3,1,2019,0.47,0.38,"Both","7/9/2021"
"2068",3310,8540,92,"7/9/2019","1:10",0,0,0,24,90,0,0,0,0,1,1,2019,0.7,0.38,"BronzeFrog","7/9/2021"
"2069",3321,8561,187,"7/9/2019","0:24",0,1,0,24,89,1,0,0,0,0,0,2019,0.24,0.38,"Neither","7/9/2021"
"2070",3322,8562,167,"7/9/2019","0:32",0,1,0,24,89,1,0,0,0,2,1,2019,0.32,0.38,"BronzeFrog","7/9/2021"
"2071",3323,8564,165,"7/9/2019","0:48",0,1,0,24,89,1,0,0,0,0,0,2019,0.48,0.38,"Neither","7/9/2021"
"2072",3324,8565,49,"7/9/2019","0:57",0,1,0,24,89,1,0,0,0,1,1,2019,0.57,0.38,"BronzeFrog","7/9/2021"
"2073",3325,8566,164,"7/9/2019","1:06",0,1,0,24,89,1,0,0,0,1,1,2019,0.66,0.38,"BronzeFrog","7/9/2021"
"2074",3326,8567,15,"7/9/2019","1:17",0,1,0,24,89,0,0,0,0,2,1,2019,0.77,0.38,"BronzeFrog","7/9/2021"
"2075",3327,8568,150,"7/9/2019","19:55",0,1,0,24,89,1,0,0,0,0,0,2019,-2.45,0.38,"Neither","7/9/2021"
"2076",3328,8569,27,"7/9/2019","20:15",0,1,0,24,89,1,0,0,0,1,1,2019,-2.25,0.38,"BronzeFrog","7/9/2021"
"2077",3329,8570,168,"7/9/2019","20:28",0,1,0,24,89,1,0,0,0,2,1,2019,-2.12,0.38,"BronzeFrog","7/9/2021"
"2078",3330,8571,169,"7/9/2019","20:34",0,1,0,24,89,1,0,0,0,2,1,2019,-2.06,0.38,"BronzeFrog","7/9/2021"
"2079",3331,8572,170,"7/9/2019","20:51",0,1,0,24,89,1,0,0,0,2,1,2019,-1.89,0.38,"BronzeFrog","7/9/2021"
"2080",3332,8573,86,"7/9/2019","20:56",0,1,0,24,89,1,0,0,0,0,0,2019,-1.84,0.38,"Neither","7/9/2021"
"2081",3333,8574,482,"7/9/2019","21:17",0,1,0,24,89,1,1,1,2,3,1,2019,-1.63,0.38,"Both","7/9/2021"
"2082",3334,8575,20,"7/9/2019","21:28",0,1,0,24,89,1,1,2,2,0,0,2019,-1.52,0.38,"BogFrog","7/9/2021"
"2083",3335,8576,211,"7/9/2019","21:39",0,1,0,24,89,1,1,3,5,0,0,2019,-1.41,0.38,"BogFrog","7/9/2021"
"2084",3336,8577,212,"7/9/2019","21:48",0,1,0,24,89,1,1,1,2,1,1,2019,-1.32,0.38,"Both","7/9/2021"
"2085",3337,8578,14,"7/9/2019","22:03",0,1,0,24,89,1,1,1,2,2,1,2019,-1.17,0.38,"Both","7/9/2021"
"2086",3338,8579,125,"7/9/2019","22:11",0,1,0,24,89,1,1,2,3,0,0,2019,-1.09,0.38,"BogFrog","7/9/2021"
"2087",3339,8580,226,"7/9/2019","22:17",0,1,0,24,89,1,1,1,2,1,1,2019,-1.03,0.38,"Both","7/9/2021"
"2088",3340,8581,12,"7/9/2019","22:23",0,1,0,24,89,1,0,0,0,1,1,2019,-0.97,0.38,"BronzeFrog","7/9/2021"
"2089",3341,8583,488,"7/9/2019","20:16",0,1,0,24,89,1,0,0,0,0,0,2019,-2.24,0.38,"Neither","7/9/2021"
"2090",3342,8586,26,"7/9/2019","21:13",0,1,0,24,89,1,0,0,0,2,1,2019,-1.67,0.38,"BronzeFrog","7/9/2021"
"2091",3343,8587,400,"7/9/2019","21:35",0,1,0,24,89,1,0,0,0,0,0,2019,-1.45,0.38,"Neither","7/9/2021"
"2092",3344,8588,525,"7/9/2019","21:45",0,1,0,24,89,1,0,0,0,0,0,2019,-1.35,0.38,"Neither","7/9/2021"
"2093",3345,8589,526,"7/9/2019","21:58",0,1,0,24,89,1,1,3,5,2,1,2019,-1.22,0.38,"Both","7/9/2021"
"2094",541,2624,161,"7/10/2007","0:04",0,0,0,24,88,0,0,0,0,0,0,2007,0.04,0.39,"Neither","7/10/2021"
"2095",969,4253,192,"7/10/2009","20:33",1,0,0,25,73,3,0,0,0,0,0,2009,-2.07,0.39,"Neither","7/10/2021"
"2096",970,4257,497,"7/10/2009","21:21",0,0,0,24,79,1,0,0,0,0,0,2009,-1.59,0.39,"Neither","7/10/2021"
"2097",971,4258,473,"7/10/2009","21:50",0,0,0,24,83,2,1,1,3,2,1,2009,-1.3,0.39,"Both","7/10/2021"
"2098",972,4259,17,"7/10/2009","22:30",1,0,0,23,72,4,0,0,0,2,1,2009,-0.9,0.39,"BronzeFrog","7/10/2021"
"2099",973,4260,51,"7/10/2009","22:40",1,0,0,24,67,4,1,1,5,0,0,2009,-0.8,0.39,"BogFrog","7/10/2021"
"2100",974,4261,18,"7/10/2009","22:50",1,0,0,23,69,4,0,0,0,0,0,2009,-0.7,0.39,"Neither","7/10/2021"
"2101",975,4263,489,"7/10/2009","23:07",0,0,0,23,76,4,0,0,0,0,0,2009,-0.53,0.39,"Neither","7/10/2021"
"2102",2359,7282,56,"7/10/2016","20:44",0,0,0,28,74,1,0,0,0,0,0,2016,-1.96,0.39,"Neither","7/10/2021"
"2103",2360,7283,21,"7/10/2016","20:50",0,0,0,28,74,1,0,0,0,0,0,2016,-1.9,0.39,"Neither","7/10/2021"
"2104",2361,7284,182,"7/10/2016","20:57",0,0,0,28,74,1,0,0,0,0,0,2016,-1.83,0.39,"Neither","7/10/2021"
"2105",2362,7285,183,"7/10/2016","21:03",0,0,0,28,74,1,0,0,0,0,0,2016,-1.77,0.39,"Neither","7/10/2021"
"2106",2363,7286,184,"7/10/2016","21:09",0,0,0,27,80,1,0,0,0,1,1,2016,-1.71,0.39,"BronzeFrog","7/10/2021"
"2107",2364,7287,22,"7/10/2016","21:16",0,0,0,27,80,1,0,0,0,0,0,2016,-1.64,0.39,"Neither","7/10/2021"
"2108",2365,7288,483,"7/10/2016","21:23",0,0,0,27,80,1,0,0,0,2,1,2016,-1.57,0.39,"BronzeFrog","7/10/2021"
"2109",2366,7289,186,"7/10/2016","21:37",0,0,0,27,80,1,0,0,0,0,0,2016,-1.43,0.39,"Neither","7/10/2021"
"2110",2367,7290,185,"7/10/2016","21:45",0,0,0,27,82,1,0,0,0,1,1,2016,-1.35,0.39,"BronzeFrog","7/10/2021"
"2111",2368,7291,24,"7/10/2016","21:52",0,0,0,27,82,1,1,2,5,2,1,2016,-1.28,0.39,"Both","7/10/2021"
"2112",2369,7293,495,"7/10/2016","22:18",0,0,0,27,82,1,1,3,5,0,0,2016,-1.02,0.39,"BogFrog","7/10/2021"
"2113",2370,7294,266,"7/10/2016","22:27",0,0,0,27,83,1,1,3,5,0,0,2016,-0.93,0.39,"BogFrog","7/10/2021"
"2114",2371,7295,497,"7/10/2016","22:42",0,0,0,27,83,1,0,0,0,1,1,2016,-0.78,0.39,"BronzeFrog","7/10/2021"
"2115",2372,7296,473,"7/10/2016","23:02",0,0,0,27,83,1,0,0,0,1,1,2016,-0.58,0.39,"BronzeFrog","7/10/2021"
"2116",2373,7297,17,"7/10/2016","23:14",0,0,0,27,83,1,1,2,3,2,1,2016,-0.46,0.39,"Both","7/10/2021"
"2117",2374,7298,51,"7/10/2016","23:19",0,0,0,27,83,1,0,0,0,0,0,2016,-0.41,0.39,"Neither","7/10/2021"
"2118",2375,7299,18,"7/10/2016","23:25",0,0,0,27,83,1,0,0,0,0,0,2016,-0.35,0.39,"Neither","7/10/2021"
"2119",2376,7301,489,"7/10/2016","23:36",0,0,0,27,83,1,0,0,0,1,1,2016,-0.24,0.39,"BronzeFrog","7/10/2021"
"2120",2377,7304,19,"7/10/2016","23:57",0,0,0,27,83,1,0,0,0,2,1,2016,-0.03,0.39,"BronzeFrog","7/10/2021"
"2121",2562,7651,247,"7/10/2017","0:33",0,0,0,24,97,4,0,0,0,2,1,2017,0.33,0.39,"BronzeFrog","7/10/2021"
"2122",2570,7664,7,"7/10/2017","1:06",0,0,0,24,97,4,0,0,0,3,1,2017,0.66,0.39,"BronzeFrog","7/10/2021"
"2123",2572,7666,28,"7/10/2017","20:34",0,1,0,26,96,0,1,1,3,2,1,2017,-2.06,0.39,"Both","7/10/2021"
"2124",2573,7667,162,"7/10/2017","20:45",0,0,0,26,96,0,0,0,0,3,1,2017,-1.95,0.39,"BronzeFrog","7/10/2021"
"2125",2574,7668,161,"7/10/2017","21:16",0,0,0,26,96,4,0,0,0,1,1,2017,-1.64,0.39,"BronzeFrog","7/10/2021"
"2126",2575,7669,246,"7/10/2017","21:48",0,0,0,25,94,4,0,0,0,2,1,2017,-1.32,0.39,"BronzeFrog","7/10/2021"
"2127",2576,7672,5,"7/10/2017","22:57",0,1,0,26,84,3,1,3,3,3,1,2017,-0.63,0.39,"Both","7/10/2021"
"2128",2577,7673,4,"7/10/2017","23:15",0,1,0,26,90,3,0,0,0,0,0,2017,-0.45,0.39,"Neither","7/10/2021"
"2129",2578,7674,3,"7/10/2017","23:38",0,1,0,26,90,3,0,0,0,1,1,2017,-0.22,0.39,"BronzeFrog","7/10/2021"
"2130",2579,7675,250,"7/10/2017","20:18",0,1,0,26,90,0,0,0,0,2,1,2017,-2.22,0.39,"BronzeFrog","7/10/2021"
"2131",2580,7678,244,"7/10/2017","21:17",0,0,0,26,90,0,0,0,0,3,1,2017,-1.63,0.39,"BronzeFrog","7/10/2021"
"2132",2581,7679,160,"7/10/2017","21:31",0,0,0,26,90,4,1,2,3,2,1,2017,-1.49,0.39,"Both","7/10/2021"
"2133",2582,7680,31,"7/10/2017","22:04",0,1,0,26,90,3,0,0,0,2,1,2017,-1.16,0.39,"BronzeFrog","7/10/2021"
"2134",2583,7683,524,"7/10/2017","23:35",0,0,0,26,90,4,1,2,4,2,1,2017,-0.25,0.39,"Both","7/10/2021"
"2135",2584,7684,2,"7/10/2017","23:49",0,1,0,26,82,3,1,2,3,3,1,2017,-0.11,0.39,"Both","7/10/2021"
"2136",2586,7690,176,"7/10/2017","21:15",0,0,0,26,84,0,0,0,0,3,1,2017,-1.65,0.39,"BronzeFrog","7/10/2021"
"2137",2587,7691,177,"7/10/2017","21:47",0,0,0,26,84,0,0,0,0,3,1,2017,-1.33,0.39,"BronzeFrog","7/10/2021"
"2138",2588,7692,298,"7/10/2017","21:49",0,0,0,26,81,3,0,0,0,2,1,2017,-1.31,0.39,"BronzeFrog","7/10/2021"
"2139",2589,7694,32,"7/10/2017","22:31",0,1,0,26,84,3,0,0,0,1,1,2017,-0.89,0.39,"BronzeFrog","7/10/2021"
"2140",2590,7698,34,"7/10/2017","23:21",0,0,0,26,89,4,1,2,3,0,0,2017,-0.39,0.39,"BogFrog","7/10/2021"
"2141",2886,5864,192,"7/10/2013","22:20",0,0,0,23,81,0,0,0,0,0,0,2013,-1,0.39,"Neither","7/10/2021"
"2142",3061,8125,187,"7/10/2018","0:03",0,0,0,24,96,0,0,0,0,2,1,2018,0.03,0.39,"BronzeFrog","7/10/2021"
"2143",3062,8126,167,"7/10/2018","0:08",0,0,0,24,96,0,0,0,0,2,1,2018,0.08,0.39,"BronzeFrog","7/10/2021"
"2144",3063,8128,165,"7/10/2018","0:19",0,0,0,24,96,0,0,0,0,0,0,2018,0.19,0.39,"Neither","7/10/2021"
"2145",3064,8129,49,"7/10/2018","0:24",0,0,0,24,96,0,1,1,1,3,1,2018,0.24,0.39,"Both","7/10/2021"
"2146",3065,8131,164,"7/10/2018","0:30",0,0,0,24,96,0,0,0,0,3,1,2018,0.3,0.39,"BronzeFrog","7/10/2021"
"2147",3066,8132,15,"7/10/2018","0:37",0,0,0,24,96,0,0,0,0,3,1,2018,0.37,0.39,"BronzeFrog","7/10/2021"
"2148",3067,8134,488,"7/10/2018","0:50",0,0,0,24,90,0,0,0,0,3,1,2018,0.5,0.39,"BronzeFrog","7/10/2021"
"2149",3068,8137,26,"7/10/2018","1:07",0,0,0,24,90,0,1,2,5,3,1,2018,0.67,0.39,"Both","7/10/2021"
"2150",3069,8138,400,"7/10/2018","1:14",0,0,0,24,90,0,0,0,0,0,0,2018,0.74,0.39,"Neither","7/10/2021"
"2151",3070,8139,525,"7/10/2018","1:19",0,0,0,24,90,0,1,1,2,0,0,2018,0.79,0.39,"BogFrog","7/10/2021"
"2152",3071,8140,526,"7/10/2018","1:28",0,0,0,24,90,0,1,1,1,2,1,2018,0.88,0.39,"Both","7/10/2021"
"2153",3072,8141,12,"7/10/2018","1:40",0,0,0,23,97,0,0,0,0,3,1,2018,1,0.39,"BronzeFrog","7/10/2021"
"2154",3073,8142,226,"7/10/2018","1:45",0,0,0,23,97,0,0,0,0,0,0,2018,1.05,0.39,"Neither","7/10/2021"
"2155",3074,8143,14,"7/10/2018","1:50",0,0,0,24,90,0,1,1,1,2,1,2018,1.1,0.39,"Both","7/10/2021"
